SMILES,He,H2,N2,O2,CO2,CH4,URL,
*Nc1ccc(C(C)(C)c2ccc(NC(=O)c3ccc(Oc4cc(C(C)(C)C)c(Oc5ccc(C(*)=O)cc5)cc4C(C)(C)C)cc3)c(C)c2)cc1C,36,,0.81,4.5,21,0.9,http://www.sciencedirect.com/science/article/pii/S0376738806001475,MSA Membrane Database
*Nc1c(C)cc(C(C)(C)c2cc(C)c(NC(=O)c3ccc(Oc4cc(C(C)(C)C)c(Oc5ccc(C(*)=O)cc5)cc4C(C)(C)C)cc3)c(C)c2)cc1C,60,,1.73,9.38,43,2.24,http://www.sciencedirect.com/science/article/pii/S0376738806001475,MSA Membrane Database
*Nc1c(C)cc(Cc2cc(C)c(NC(=O)c3ccc(Oc4cc(C(C)(C)C)c(Oc5ccc(C(*)=O)cc5)cc4C(C)(C)C)cc3)c(C(C)C)c2)cc1C(C)C,49,,1.18,6.47,27,1.21,http://www.sciencedirect.com/science/article/pii/S0376738806001475,MSA Membrane Database
*Nc1ccc(C(c2ccc(NC(=O)c3ccc(Oc4cc(C(C)(C)C)c(Oc5ccc(C(*)=O)cc5)cc4C(C)(C)C)cc3)cc2)(C(F)(F)F)C(F)(F)F)cc1,60,,1.51,7.88,36,1.24,http://www.sciencedirect.com/science/article/pii/S0376738806001475,MSA Membrane Database
*Nc1ccc(C(c2ccc(NC(=O)c3cccc(C(*)=O)c3)cc2)(C(F)(F)F)C(F)(F)F)cc1,35,29,0.42,2.4,9,0.2,http://www.sciencedirect.com/science/article/pii/S0032386198008003,MSA Membrane Database
*Nc1cccc(NC(=O)c2ccc(C(c3ccc(C(*)=O)cc3)(C(F)(F)F)C(F)(F)F)cc2)c1,31,23,0.4,2.2,8.4,0.24,http://www.sciencedirect.com/science/article/pii/S0032386198008003,MSA Membrane Database
*Nc1ccc(C(c2ccc(NC(=O)c3cc(C(*)=O)cc(-c4ccccc4)c3)cc2)(C(F)(F)F)C(F)(F)F)cc1,48,42,1.2,5.5,21,0.78,http://www.sciencedirect.com/science/article/pii/S0032386198008003,MSA Membrane Database
*Nc1ccc(S(=O)(=O)c2ccc(NC(=O)c3cccc(C(*)=O)c3)cc2)cc1,5.2,4.3,0.031,0.19,0.78,0.014,http://www.sciencedirect.com/science/article/pii/S0032386198008003,MSA Membrane Database
*Nc1ccc(S(=O)(=O)c2ccc(NC(=O)c3cc(C(*)=O)cc(-c4ccccc4)c3)cc2)cc1,10,7.6,0.13,0.75,3.2,0.11,http://www.sciencedirect.com/science/article/pii/S0032386198008003,MSA Membrane Database
*NC(=O)c1ccc(C(=O)Nc2ccc(C3(c4ccc(*)cc4)c4ccccc4-c4ccccc43)cc2)cc1,24.7,,0.517,3,15.3,0.548,http://dx.doi.org/10.1007/s00289-002-0094-z,MSA Membrane Database
*NC(=O)c1cccc(C(=O)Nc2ccc(C3(c4ccc(*)cc4)c4ccccc4-c4ccccc43)cc2)c1,15.8,,0.197,1.2,5.3,0.128,http://dx.doi.org/10.1007/s00289-002-0094-z,MSA Membrane Database
*Nc1cc(C(=O)Nc2ccc(C3(c4ccc(*)cc4)c4ccccc4-c4ccccc43)cc2)cc(C(C)(C)C)c1,53.4,,1.404,8,37.7,1.545,http://dx.doi.org/10.1007/s00289-002-0094-z,MSA Membrane Database
*Nc1ccc(Cc2ccc(NC(=O)CN3C(=O)c4ccc(C(*)=O)cc4C3=O)cc2)cc1,,,0.017,0.065,0.264,0.01,http://dx.doi.org/10.1002/(SICI)1099-0488(19990815)37:16%3C2183::AID-POLB20%3E3.0.CO;2-5,MSA Membrane Database
*Nc1ccc(Oc2ccc(Oc3ccc(NC(=O)CN4C(=O)c5ccc(C(*)=O)cc5C4=O)cc3)cc2)cc1,,,0.02,0.185,0.749,0.015,http://dx.doi.org/10.1002/(SICI)1099-0488(19990815)37:16%3C2183::AID-POLB20%3E3.0.CO;2-5,MSA Membrane Database
*Nc1ccc(Oc2c(F)c(F)c(Oc3ccc(NC(=O)CN4C(=O)c5ccc(C(*)=O)cc5C4=O)cc3)c(F)c2F)cc1,,,0.071,0.284,1.273,0.013,http://dx.doi.org/10.1002/(SICI)1099-0488(19990815)37:16%3C2183::AID-POLB20%3E3.0.CO;2-5,MSA Membrane Database
*Nc1ccc(C2(c3ccc(NC(=O)CN4C(=O)c5ccc(C(*)=O)cc5C4=O)cc3)c3ccccc3-c3ccccc32)cc1,,,0.064,0.347,1.539,0.017,http://dx.doi.org/10.1002/(SICI)1099-0488(19990815)37:16%3C2183::AID-POLB20%3E3.0.CO;2-5,MSA Membrane Database
*c1cccc(-c2nc3cc(-c4ccc5[nH]c(*)nc5c4)ccc3[nH]2)c1,1.05,0.6,0.0048,0.015,0.16,0.0018,http://www.sciencedirect.com/science/article/pii/S0376738808010314,MSA Membrane Database
*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3cccc(C(*)=O)c3)cc2)cc1,15.1,,0.272,1.45,5.6,0.268,http://dx.doi.org/10.1002/polb.1993.090310919,MSA Membrane Database
*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,16.8,,0.63,2.54,11.6,0.678,http://dx.doi.org/10.1002/polb.1993.090310919,MSA Membrane Database
*Oc1c(C)cc(C(C)(C)c2cc(C)c(OC(=O)c3cc(C(*)=O)cc(C(C)(C)C)c3)c(C)c2)cc1C,,,2.68,13.1,46,2.86,http://www.sciencedirect.com/science/article/pii/S0032386198005709,MSA Membrane Database
*Oc1c(C)cc(C(C)(C)c2cc(C)c(OC(=O)c3cc(C(*)=O)cc(C(C)(C)C)c3)c(Br)c2)cc1Br,,,1.06,6.27,22.7,1.06,http://www.sciencedirect.com/science/article/pii/S0032386198005709,MSA Membrane Database
*Oc1c(Br)cc(C(C)(C)c2cc(Br)c(OC(=O)c3cc(C(*)=O)cc(C(C)(C)C)c3)c(Br)c2)cc1Br,,,0.85,5.4,19.7,0.838,http://www.sciencedirect.com/science/article/pii/S0032386198005709,MSA Membrane Database
*Oc1c(C)cc2c(c1C)-c1c(cc(C)c(OC(=O)c3cc(C(*)=O)cc(C(C)(C)C)c3)c1C)C2(C)C,,,6,28.1,110,6.55,http://www.sciencedirect.com/science/article/pii/S0032386198005709,MSA Membrane Database
*Oc1c(Br)cc2c(c1C)-c1c(cc(Br)c(OC(=O)c3cc(C(*)=O)cc(C(C)(C)C)c3)c1C)C2(C)C,,,2.78,15.4,71,3.3,http://www.sciencedirect.com/science/article/pii/S0032386198005709,MSA Membrane Database
*Oc1ccc2c(c1)C1(CC2(C)C)CC(C)(C)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc21,68,,2.98,13.4,55.7,4.22,http://dx.doi.org/10.1002/polb.1995.090330317,MSA Membrane Database
*Oc1ccc2c(c1)C1(CC2(C)C)CC(C)(C)c2ccc(OC(=O)c3cccc(C(*)=O)c3)cc21,39.1,,1,5.31,18.9,1.14,http://dx.doi.org/10.1002/polb.1995.090330317,MSA Membrane Database
*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(=O)c3cccc(C(*)=O)c3)cc2)cc1,23,,0.54,2.58,13.1,0.59,http://dx.doi.org/10.1021/ie100478v,MSA Membrane Database
*Oc1ccc(C2(c3ccc(OC(=O)c4cccc(C(*)=O)c4)cc3)c3ccccc3-c3ccccc32)cc1,30.2,,0.64,3.92,20.1,0.71,http://dx.doi.org/10.1021/ie100478v,MSA Membrane Database
*Oc1c(C)cc(C(C)(C)c2cc(C)c(OC(*)=O)c(C)c2)cc1C,46,32,1.1,5.6,18.6,0.89,http://www.sciencedirect.com/science/article/pii/S0376738800811734,MSA Membrane Database
*Oc1c(Br)cc(C(C)(C)c2cc(Br)c(OC(*)=O)c(Br)c2)cc1Br,18,43,0.2,1.5,4.2,0.12,http://dx.doi.org/10.1002/app.1991.070431103,MSA Membrane Database
*Oc1ccc(C(c2ccc(OC(*)=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,60,27,1.7,6.9,24,1.05,http://www.sciencedirect.com/science/article/pii/S0376738800811734,MSA Membrane Database
*Oc1c(C)cc(C(c2cc(C)c(OC(*)=O)c(C)c2)(C(F)(F)F)C(F)(F)F)cc1C,206,126,7.7,32,111,4.7,http://www.sciencedirect.com/science/article/pii/S0376738800811734,MSA Membrane Database
*Oc1c(Br)cc(C(c2cc(Br)c(OC(*)=O)c(Br)c2)(C(F)(F)F)C(F)(F)F)cc1Br,100,10.6,1.8,9.7,32,0.89,http://dx.doi.org/10.1002/app.1991.070431103,MSA Membrane Database
*Oc1ccc(C2(c3ccc(OC(*)=O)cc3)CC3CCC2C3)cc1,19,22.1,0.47,2.4,9.1,0.479,http://dx.doi.org/10.1002/polb.1991.090290612,MSA Membrane Database
*Oc1ccc(C2(c3ccc(OC(*)=O)cc3)CCCCC2)cc1,10,9.1,0.105,0.6,2.2,0.092,http://dx.doi.org/10.1002/polb.1991.090290612,MSA Membrane Database
*Oc1ccc(C(=C(Cl)Cl)c2ccc(OC(*)=O)cc2)cc1,12,12.4,0.27,1.4,5.6,0.23,http://dx.doi.org/10.1002/polb.1991.090290612,MSA Membrane Database
*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(*)=O)cc2)cc1,13.9,,0.361,1.84,9.48,0.419,http://dx.doi.org/10.1002/polb.1993.090311116,MSA Membrane Database
*Oc1ccc(C2(c3ccc(OC(*)=O)cc3)c3ccccc3-c3ccccc32)cc1,21.8,,0.592,3.18,15.1,0.581,http://dx.doi.org/10.1002/polb.1993.090311116,MSA Membrane Database
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)cc2)cc1,13,13.3,0.38,1.6,6.8,0.36,http://www.sciencedirect.com/science/article/pii/S0376738800811734,MSA Membrane Database
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)cc2)cc1,13.6,,0.289,1.484,6,0.257,http://www.sciencedirect.com/science/article/pii/S0376738800800319,MSA Membrane Database
*Oc1c(C)cc(C(C)(C)c2cc(C)c(OC(*)=O)c(C)c2)cc1C,46.2,,1.09,5.59,17.6,0.86,http://www.sciencedirect.com/science/article/pii/S0376738800800319,MSA Membrane Database
*Oc1c(Cl)cc(C(C)(C)c2cc(Cl)c(OC(*)=O)c(Cl)c2)cc1Cl,27.4,,0.36,2.29,6.66,0.226,http://www.sciencedirect.com/science/article/pii/S0376738800800319,MSA Membrane Database
*Oc1c(Br)cc(C(C)(C)c2cc(Br)c(OC(*)=O)c(Br)c2)cc1Br,17.6,,0.182,1.36,4.23,0.126,http://www.sciencedirect.com/science/article/pii/S0376738800800319,MSA Membrane Database
*=CC1CC(C=*)C2C(=O)N(C34C[C@H]5C[C@@H](C3)C[C@@H](C4)C5)C(=O)C12,,12.8,0.5,1.59,8.39,0.58,http://dx.doi.org/10.1021/ma011959p,MSA Membrane Database
*=CC1CC(C=*)C2C(=O)N(C3CCCCC3)C(=O)C12,,16.1,0.61,2.13,18.11,1.12,http://dx.doi.org/10.1021/ma011959p,MSA Membrane Database
*=CC1CC(C=*)C2C(=O)N(c3ccccc3)C(=O)C12,,11,0.31,1.44,11.44,0.54,http://dx.doi.org/10.1021/ma011959p,MSA Membrane Database
*=CC1CC(C=*)C2C(=O)N(C3CCCC3)C(=O)C12,15.4,,0.45,1.95,8.8,0.54,http://dx.doi.org/10.1002/macp.200500299,MSA Membrane Database
*=CC1CC(C=*)C2C(=O)N(C3CCCCC3)C(=O)C12,25.1,,0.43,2.3,9.2,0.48,http://dx.doi.org/10.1002/macp.200500299,MSA Membrane Database
*/C=C/C1CCC(*)C1,,21,1.5,2.8,15.4,2.5,http://dx.doi.org/10.1002/macp.1991.021920101,MSA Membrane Database
*/C=C/C1CC(*)CC1[Si](C)(C)C,,140,7.2,30,89,17,http://dx.doi.org/10.1002/macp.1991.021920101,MSA Membrane Database
*/C=C/C1CC(*)CC1[Si](C)(C)C[Si](C)(C)C,,73,3.7,16,67,8.5,http://dx.doi.org/10.1002/macp.1991.021920101,MSA Membrane Database
*N=P(*)(OCCCC)OCCCC,84.7,170,55.9,128,647,196,http://dx.doi.org/10.1002/app.1991.070430506,MSA Membrane Database
*N=P(*)(OC(C)CC)OC(C)CC,67.1,167,31.7,86.6,395,98.7,http://dx.doi.org/10.1002/app.1991.070430506,MSA Membrane Database
*N=P(*)(OCC(C)C)OCC(C)C,106,95,13.4,40.7,177,39.1,http://dx.doi.org/10.1002/app.1991.070430506,MSA Membrane Database
*N=P(*)(OCC(C)(C)C)OCC(C)(C)C,60.2,65.7,3.46,15.4,48.7,7.51,http://dx.doi.org/10.1002/app.1991.070430506,MSA Membrane Database
*N=P(*)(Oc1ccccc1)Oc1ccccc1,,7.5,1.3,2.1,4.8,1.2,http://www.sciencedirect.com/science/article/pii/S037673880400198X,MSA Membrane Database
*N=P(*)(Oc1ccc(C(C)(C)C)cc1)Oc1ccc(C(C)(C)C)cc1,,23,2.4,8.2,17,1.7,http://www.sciencedirect.com/science/article/pii/S037673880400198X,MSA Membrane Database
*N=P(N=P(*)(Cl)Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1)(Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1)Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1,,75,3,11,27,5,http://www.sciencedirect.com/science/article/pii/S037673880400198X,MSA Membrane Database
*N=P(*)(OCC(F)(F)F)OCC(F)(F)F,268,,51.9,116,578,57.7,http://dx.doi.org/10.1021/ma00059a003,MSA Membrane Database
*N=P(*)(Oc1ccccc1)Oc1ccccc1,10.3,,0.6,2.2,17.2,1.4,http://dx.doi.org/10.1021/ma00059a003,MSA Membrane Database
*N=P(*)(Oc1ccc(Br)cc1)Oc1ccc(Br)cc1,5.8,,0.18,0.91,4.1,0.35,http://dx.doi.org/10.1021/ma00059a003,MSA Membrane Database
*N=[PH](N=P*)OCCOCCOC,17,25,4,7,250,11,http://www.sciencedirect.com/science/article/pii/S0376738800006906,MSA Membrane Database
*/C(C)=C(/*)[Si](C)(C)CC,830,1930,490,970,4600,1200,http://dx.doi.org/10.1021/ma00075a013,MSA Membrane Database
*/C(C)=C(/*)[Si](C)(C)CCC,150,250,21,70,230,44,http://dx.doi.org/10.1021/ma00075a013,MSA Membrane Database
*/C(C)=C(/*)[Si](C)(C)CCCC,62,65,8,29,100,17,http://dx.doi.org/10.1021/ma00075a013,MSA Membrane Database
*/C(C)=C(/*)[Si](C)(C)CCCCCCCC,37,47,19,23,100,13,http://dx.doi.org/10.1021/ma00075a013,MSA Membrane Database
*/C(C)=C(/*)[Si](C)(C)C(C)C,680,1650,170,460,2200,360,http://dx.doi.org/10.1021/ma00075a013,MSA Membrane Database
*/C(C)=C(/*)[Si](C)(C)c1ccccc1,8.3,14,1.2,4.4,37.6,1.7,http://dx.doi.org/10.1021/ma00075a013,MSA Membrane Database
*/C(C)=C(/*)c1ccc([Si](C)(C)C)cc1,270,510,100,240,950,200,http://dx.doi.org/10.1021/ma00075a013,MSA Membrane Database
*/C(=C(/*)c1ccc([Si](C)(C)C)cc1)c1ccccc1,1100,2600,560,1200,4900,1600,http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/ma991566e,MSA Membrane Database
*/C(C)=C(/*)C(C)C,2630,5800,1330,2700,10700,2900,http://www.sciencedirect.com/science/article/pii/S0376738896001834,MSA Membrane Database
*/C=C(/*)C(C)(C)C,180,,43,130,560,85,http://www.sciencedirect.com/science/article/pii/S0376738896001834,MSA Membrane Database
*/C(C)=C(/*)C(C)C,2650,5640,1250,2460,9090,2690,http://www.sciencedirect.com/science/article/pii/S0376738804004107,MSA Membrane Database
*/C(C)=C(/*)CC(C)C,460,750,93,245,900,190,http://www.sciencedirect.com/science/article/pii/S0376738804004107,MSA Membrane Database
*/C(C)=C(/*)CCC(C)C,240,370,51,130,390,112,http://www.sciencedirect.com/science/article/pii/S0376738804004107,MSA Membrane Database
*/C(C)=C(/*)CCC,,160,12,39,120,21,http://dx.doi.org/10.1021/ma0498363,MSA Membrane Database
*/C(C)=C(/*)CCCCC,,150,21,57,200,51,http://dx.doi.org/10.1021/ma0498363,MSA Membrane Database
*/C(C)=C(/*)CCCCCC,,140,23,60,230,64,http://dx.doi.org/10.1021/ma0498363,MSA Membrane Database
*/C(C)=C(/*)CCCCCCC,,150,29,74,290,84,http://dx.doi.org/10.1021/ma0498363,MSA Membrane Database
*/C(C)=C(/*)CCCCCCCC,,140,29,71,290,83,http://dx.doi.org/10.1021/ma0498363,MSA Membrane Database
*Oc1ccc(C(C)(C)c2ccc(Oc3ccc(S(=O)(=O)c4ccc(*)cc4)cc3)cc2)cc1,13,14,0.25,1.4,5.6,0.25,http://www.sciencedirect.com/science/article/pii/003238619190508G,MSA Membrane Database
*Oc1c(C)cc(C(C)(C)c2cc(C)c(Oc3ccc(S(=O)(=O)c4ccc(*)cc4)cc3)c(C)c2)cc1C,41,,1.06,5.6,21,0.95,http://www.sciencedirect.com/science/article/pii/003238619190508G,MSA Membrane Database
*Oc1ccc(C(c2ccc(Oc3ccc(S(=O)(=O)c4ccc(*)cc4)cc3)cc2)(C(F)(F)F)C(F)(F)F)cc1,33,,0.67,3.4,12,0.55,http://www.sciencedirect.com/science/article/pii/003238619190343H,MSA Membrane Database
*Oc1c(C)cc(C(c2cc(C)c(Oc3ccc(S(=O)(=O)c4ccc(*)cc4)cc3)c(C)c2)(C(F)(F)F)C(F)(F)F)cc1C,113,,4,18,72,3,http://www.sciencedirect.com/science/article/pii/003238619291070I,MSA Membrane Database
*Oc1ccc(Cc2ccc(Oc3ccc(S(=O)(=O)c4ccc(*)cc4)cc3)cc2)cc1,10,10.4,0.2,1.1,4.5,0.19,http://www.sciencedirect.com/science/article/pii/003238619190343H,MSA Membrane Database
*Oc1ccc(Oc2ccc(Oc3ccc(S(=O)(=O)c4ccc(*)cc4)cc3)cc2)cc1,10,15,0.196,1.1,4.3,0.18,http://www.sciencedirect.com/science/article/pii/003238619190343H,MSA Membrane Database
*Oc1c(C)cc(Cc2cc(C)c(Oc3ccc(S(=O)(=O)c4ccc(*)cc4)cc3)c(C)c2)cc1C,29,14,0.61,3.3,5.5,0.58,http://www.sciencedirect.com/science/article/pii/003238619291070I,MSA Membrane Database
*Oc1ccc(-c2ccc(Oc3ccc(S(=O)(=O)c4ccc(*)cc4)cc3)cc2)cc1,12,28,0.24,1.3,5.6,0.25,http://dx.doi.org/10.1021/ma00040a008,MSA Membrane Database
*Oc1c(C)cc(-c2cc(C)c(Oc3ccc(S(=O)(=O)c4ccc(*)cc4)cc3)c(C)c2)cc1C,36,8.1,1.21,5.8,31.8,1.27,http://dx.doi.org/10.1021/ma00040a008,MSA Membrane Database
*Oc1ccc(C(C)(C)c2ccc(C(C)(C)c3ccc(Oc4ccc(S(=O)(=O)c5ccc(*)cc5)cc4)cc3)cc2)cc1,14,36,0.32,1.8,6.8,0.34,http://dx.doi.org/10.1021/ma00039a018,MSA Membrane Database
*Oc1c(C)cc(C(C)(C)c2ccc(C(C)(C)c3cc(C)c(Oc4ccc(S(=O)(=O)c5ccc(*)cc5)cc4)c(C)c3)cc2)cc1C,32,,0.57,3.2,13.2,0.6,http://dx.doi.org/10.1021/ma00039a018,MSA Membrane Database
*Oc1ccc(-c2ccc(Oc3ccc(S(=O)(=O)c4ccc(*)cc4)cc3)c(C)c2)cc1C,12,11,0.091,0.64,2.1,0.07,http://www.sciencedirect.com/science/article/pii/003238619190508G,MSA Membrane Database
*Oc1c(C)cc(-c2cc(C)c(Oc3ccc(S(=O)(=O)c4ccc(*)cc4)cc3)c(C)c2C)c(C)c1C,53,63,1.2,6,25.5,0.94,http://dx.doi.org/10.1021/ma00040a008,MSA Membrane Database
*Oc1ccc(C(C)(C)c2cccc(C(C)(C)c3ccc(Oc4ccc(S(=O)(=O)c5ccc(*)cc5)cc4)cc3)c2)cc1,11.7,11.7,0.11,0.74,2.54,0.1,http://dx.doi.org/10.1021/ma00039a018,MSA Membrane Database
*Oc1ccc(C2(c3ccc(Oc4ccc(S(=O)(=O)c5ccc(*)cc5)cc4)c(C)c3)CCCCC2)cc1C,11,9.2,0.057,0.41,1.4,0.041,http://dx.doi.org/10.1021/ma00039a018,MSA Membrane Database
*Oc1ccc(C(C)(c2ccccc2)c2ccc(Oc3ccc(S(=O)(=O)c4ccc(*)cc4)cc3)cc2)cc1,13.3,,0.278,1.56,8.12,0.32,http://dx.doi.org/10.1002/polb.1993.090311116,MSA Membrane Database
*Oc1ccc(C2(c3ccc(Oc4ccc(S(=O)(=O)c5ccc(*)cc5)cc4)cc3)c3ccccc3-c3ccccc32)cc1,21.3,,0.484,2.76,13.8,0.531,http://dx.doi.org/10.1002/polb.1993.090311116,MSA Membrane Database
*Oc1ccc(C(C)(C)c2cccc(C(C)(C)c3ccc(Oc4ccc(S(=O)(=O)c5ccc(*)cc5)cc4)cc3)c2)cc1,11.7,10.6,0.11,0.69,2.8,0.11,http://dx.doi.org/10.1021/ma00039a018,MSA Membrane Database
*Oc1c(C)cc(C(C)(C)c2cccc(C(C)(C)c3cc(C)c(Oc4ccc(S(=O)(=O)c5ccc(*)cc5)cc4)c(C)c3)c2)cc1C,21,20,0.28,1.8,7,0.28,http://dx.doi.org/10.1021/ma00039a018,MSA Membrane Database
*Oc1ccc(C(C)(C)c2cccc(Oc3ccc(S(=O)(=O)c4ccc(*)cc4)cc3)c2)cc1,9.3,8,0.066,0.39,1.5,0.052,http://dx.doi.org/10.1021/ma00039a018,MSA Membrane Database
*Oc1ccc(C(C)(C)c2ccc(Oc3ccc(S(=O)(=O)c4ccc(*)cc4)cc3)cc2)cc1,13,14,0.25,1.4,5.6,0.255,http://dx.doi.org/10.1002/polb.1993.090310816,MSA Membrane Database
*Oc1cccc2c(Oc3ccc(S(=O)(=O)c4ccc(*)cc4)cc3)cccc12,9.4,8.1,0.0568,0.42,1.6,0.0364,http://dx.doi.org/10.1002/polb.1993.090310816,MSA Membrane Database
*Oc1ccc2cc(Oc3ccc(S(=O)(=O)c4ccc(*)cc4)cc3)ccc2c1,7.9,7.25,0.0507,0.38,1.5,0.0366,http://dx.doi.org/10.1002/polb.1993.090310816,MSA Membrane Database
*Oc1ccc2ccc(Oc3ccc(S(=O)(=O)c4ccc(*)cc4)cc3)cc2c1,8.8,8.15,0.0735,0.5,1.8,0.05,http://dx.doi.org/10.1002/polb.1993.090310816,MSA Membrane Database
*Oc1ccc(C2(c3ccc(Oc4ccc(S(=O)(=O)c5ccc(*)cc5)cc4)cc3)OC(=O)c3ccccc32)cc1,22,,0.25,2,6.5,0.283,http://www.sciencedirect.com/science/article/pii/0376738894001065,MSA Membrane Database
*Oc1ccc(C2(c3ccc(Oc4ccc(S(=O)(=O)c5ccc(*)cc5)cc4)cc3)OC(=O)c3ccccc32)cc1,,12.1,0.167,0.939,5.74,0.143,http://dx.doi.org/10.1002/app.10006,MSA Membrane Database
*Oc1ccc(C2(c3ccc(Oc4ccc(S(=O)(=O)c5ccc(*)cc5)cc4)c(C)c3)OC(=O)c3ccccc32)cc1C,,10.8,0.11,0.868,3.12,0.0727,http://dx.doi.org/10.1021/ma011185c,MSA Membrane Database
*Oc1cc(C)c(C2(c3cc(C)c(Oc4ccc(S(=O)(=O)c5ccc(*)cc5)cc4)cc3C)OC(=O)c3ccccc32)cc1C,,16.9,0.21,1.55,7.69,0.225,http://dx.doi.org/10.1021/ma011185c,MSA Membrane Database
*Oc1cc(C)c(C2(c3cc(C(C)C)c(Oc4ccc(S(=O)(=O)c5ccc(*)cc5)cc4)cc3C)OC(=O)c3ccccc32)cc1C(C)C,,30.6,0.699,4.85,19.4,0.928,http://dx.doi.org/10.1021/ma011185c,MSA Membrane Database
*Oc1ccc(C(c2ccc(Oc3ccc(S(=O)(=O)c4ccc(*)cc4)cc3)cc2)c2ccccc2C(=O)O)cc1,,7.22,0.0437,0.441,2.25,0.0395,http://dx.doi.org/10.1021/ma011185c,MSA Membrane Database
*Oc1ccc(C(c2ccc(Oc3ccc(S(=O)(=O)c4ccc(*)cc4)cc3)c(C(C)C)c2)c2ccccc2C(=O)O)cc1C(C)C,,49.6,0.757,4.53,25.1,1.13,http://dx.doi.org/10.1021/ma011185c,MSA Membrane Database
*Oc1ccc(C2(c3ccc(Oc4ccc(S(=O)(=O)c5ccc(*)cc5)cc4)c(C)c3)CCCCC2)cc1C,11,,0.0569,0.41,1.4,0.0393,http://www.sciencedirect.com/science/article/pii/003238619190508G,MSA Membrane Database
*Oc1c(C)cc(Cc2cc(C)c(Oc3ccc(S(=O)(=O)c4ccc(*)cc4)cc3)c(C)c2)cc1C,29,34.5,0.611,3.3,15,0.577,http://www.sciencedirect.com/science/article/pii/003238619291070I,MSA Membrane Database
*Oc1c(C)cc(C(c2cc(C)c(Oc3ccc(S(=O)(=O)c4ccc(*)cc4)cc3)c(C)c2)(C(F)(F)F)C(F)(F)F)cc1C,113,126,4,18,75,3,http://www.sciencedirect.com/science/article/pii/003238619291070I,MSA Membrane Database
*Oc1ccc(C(C)(C)c2ccc(Oc3ccc(S(=O)(=O)c4ccc(*)cc4)cc3)c(C(C)(C)O)c2)cc1C(C)(C)O,20,,0.22,1.5,5.4,,http://dx.doi.org/10.1021/ma051662h,MSA Membrane Database
*Oc1ccc(C(C)(C)c2ccc(Oc3ccc(S(=O)(=O)c4ccc(*)cc4)cc3)c(C(C)(C)OC)c2)cc1C(C)(C)OC,24,,0.26,2,7.7,,http://dx.doi.org/10.1021/ma051662h,MSA Membrane Database
*Oc1c(C)cc(C(C)(C)c2cc(C)c(Oc3ccc(S(=O)(=O)c4ccc(*)cc4C(O)(C(F)(F)F)C(F)(F)F)c(C(O)(C(F)(F)F)C(F)(F)F)c3)c(C)c2)cc1C,66,,1.5,8.5,30,,http://dx.doi.org/10.1021/ma051662h,MSA Membrane Database
*Oc1c(C)cc(C(c2cc(C)c(Oc3ccc(S(=O)(=O)c4ccc(*)cc4C(O)(C(F)(F)F)C(F)(F)F)c(C(O)(C(F)(F)F)C(F)(F)F)c3)c(C)c2)(C(F)(F)F)C(F)(F)F)cc1C,151,,5.92,14,81,,http://dx.doi.org/10.1021/ma051662h,MSA Membrane Database
*Oc1nn(-c2ccc(S(=O)(=O)c3ccc(*)cc3)cc2)c(=O)c2ccccc12,,2.4,0.027,0.15,0.92,,http://dx.doi.org/10.1002/(SICI)1097-4628(19990404)71:14%3C2385::AID-APP10%3E3.0.CO;2-S,MSA Membrane Database
*Oc1ccc(C(C)(C)c2ccc(Oc3ccc(S(=O)(=O)c4ccc(-c5ccc(S(=O)(=O)c6ccc(*)cc6)cc5)cc4)cc3)cc2)cc1,16.9,20.1,0.469,2.39,10.8,0.5,http://dx.doi.org/10.1002/polb.1993.090310808,MSA Membrane Database
*Oc1ccc(C(C)(C)c2ccc(Oc3ccc(S(=O)(=O)c4ccc(*)c5ccccc45)cc3)cc2)cc1,,,0.15,1.2,4.7,0.08,http://dx.doi.org/10.1002/marc.1996.030171107,MSA Membrane Database
*/C(=C(\*)c1ccccc1)c1ccccc1,3400,,4700,6000,9000,3700,http://dx.doi.org/10.1021/ma011537f,MSA Membrane Database
*/C(=C(\*)c1ccc([Si](C)(C)C)cc1)c1ccccc1,1000,,520,1550,4700,1500,http://dx.doi.org/10.1021/ma011537f,MSA Membrane Database
*/C(=C(/*)c1ccc([Si](c2ccccc2)(c2ccccc2)c2ccccc2)cc1)c1ccccc1,33,51.7,2.78,12.1,78.8,5.58,http://dx.doi.org/10.1021/ma000628u,MSA Membrane Database
*/C(=C(/*)c1ccc([Si](C(C)C)(C(C)C)C(C)C)cc1)c1ccccc1,315,530,91,230,1300,240,http://dx.doi.org/10.1021/ma000628u,MSA Membrane Database
